Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Raw data #1,Dark Subtracted #1
594,564.18,17724.85,1072.14,2825,4665,1840
595,564.23,17723.19,1073.8,3187,4821,1634
596,564.29,17721.53,1075.46,3159,5064,1905
597,564.34,17719.87,1077.12,3884,5642,1758
598,564.39,17718.21,1078.78,2870,4682,1812
599,564.44,17716.55,1080.44,2201,3966,1765
600,564.5,17714.9,1082.1,3621,5396,1775
601,564.55,17713.24,1083.75,2406,4080,1674
602,564.6,17711.58,1085.41,3084,5047,1963
603,564.66,17709.93,1087.07,2945,4793,1848
604,564.71,17708.27,1088.72,2983,4910,1927
605,564.76,17706.61,1090.38,3470,5139,1669
606,564.81,17704.96,1092.03,2741,4519,1778
607,564.87,17703.31,1093.69,3343,5164,1821
608,564.92,17701.65,1095.34,3195,5056,1861
609,564.97,17700,1096.99,2864,4879,2015
610,565.02,17698.35,1098.65,3411,5288,1877
611,565.08,17696.69,1100.3,2518,4488,1970
612,565.13,17695.04,1101.95,2566,4556,1990
613,565.18,17693.39,1103.6,3058,5038,1980
614,565.24,17691.74,1105.25,3152,4981,1829
615,565.29,17690.09,1106.9,2832,4837,2005
616,565.34,17688.44,1108.55,2937,4832,1895
617,565.39,17686.79,1110.2,2497,4602,2105
618,565.45,17685.14,1111.85,3178,5294,2116
619,565.5,17683.49,1113.5,3707,5684,1977
620,565.55,17681.84,1115.15,2534,4485,1951
621,565.6,17680.19,1116.8,3236,5390,2154
622,565.66,17678.55,1118.45,2562,4635,2073
623,565.71,17676.9,1120.09,2675,4611,1936
624,565.76,17675.25,1121.74,2745,4635,1890
625,565.82,17673.61,1123.38,2741,4675,1934
626,565.87,17671.96,1125.03,3076,4996,1920
627,565.92,17670.32,1126.67,3001,5085,2084
628,565.97,17668.67,1128.32,2970,4964,1994
629,566.03,17667.03,1129.96,2920,4915,1995
630,566.08,17665.39,1131.61,3085,5271,2186
631,566.13,17663.74,1133.25,2311,4312,2001
632,566.18,17662.1,1134.89,2730,4754,2024
633,566.24,17660.46,1136.53,3215,5120,1905
634,566.29,17658.82,1138.17,3184,5098,1914
635,566.34,17657.18,1139.82,3012,4942,1930
636,566.39,17655.54,1141.46,2634,4832,2198
637,566.45,17653.9,1143.1,2611,4612,2001
638,566.5,17652.26,1144.74,3047,5043,1996
639,566.55,17650.62,1146.37,2989,5254,2265
640,566.61,17648.98,1148.01,2891,5010,2119
641,566.66,17647.34,1149.65,2233,4360,2127
642,566.71,17645.7,1151.29,2548,4561,2013
643,566.76,17644.07,1152.93,2747,4901,2154
644,566.82,17642.43,1154.56,3048,5208,2160
645,566.87,17640.79,1156.2,3207,5307,2100
646,566.92,17639.16,1157.84,3591,5926,2335
647,566.97,17637.52,1159.47,2756,4977,2221
648,567.03,17635.89,1161.11,3031,5262,2231
649,567.08,17634.25,1162.74,3099,5268,2169
650,567.13,17632.62,1164.37,2869,5268,2399
651,567.18,17630.99,1166.01,3107,5402,2295
652,567.24,17629.35,1167.64,3128,5270,2142
653,567.29,17627.72,1169.27,2710,4855,2145
654,567.34,17626.09,1170.9,2586,4982,2396
655,567.39,17624.46,1172.54,2325,4629,2304
656,567.45,17622.83,1174.17,2407,4671,2264
657,567.5,17621.2,1175.8,3388,5582,2194
658,567.55,17619.57,1177.43,2587,4659,2072
659,567.6,17617.94,1179.06,2431,4698,2267
660,567.66,17616.31,1180.69,3266,5602,2336
661,567.71,17614.68,1182.31,2677,4768,2091
662,567.76,17613.05,1183.94,3247,5562,2315
663,567.81,17611.42,1185.57,2669,4991,2322
664,567.87,17609.79,1187.2,3009,5243,2234
665,567.92,17608.17,1188.82,2943,5215,2272
666,567.97,17606.54,1190.45,2832,5191,2359
667,568.02,17604.92,1192.08,2976,5276,2300
668,568.08,17603.29,1193.7,2460,4935,2475
669,568.13,17601.67,1195.33,2433,4868,2435
670,568.18,17600.04,1196.95,2758,5189,2431
671,568.23,17598.42,1198.58,2768,5081,2313
672,568.29,17596.79,1200.2,2598,4975,2377
673,568.34,17595.17,1201.82,2836,5439,2603
674,568.39,17593.55,1203.44,3321,5758,2437
675,568.44,17591.93,1205.07,3252,5698,2446
676,568.5,17590.3,1206.69,3259,5743,2484
677,568.55,17588.68,1208.31,2892,5402,2510
678,568.6,17587.06,1209.93,2714,5189,2475
679,568.65,17585.44,1211.55,2606,5031,2425
680,568.7,17583.82,1213.17,2883,5207,2324
681,568.76,17582.2,1214.79,3430,5935,2505
682,568.81,17580.58,1216.41,2930,5412,2482
683,568.86,17578.97,1218.03,2618,5112,2494
684,568.91,17577.35,1219.64,3891,6217,2326
685,568.97,17575.73,1221.26,2809,5487,2678
686,569.02,17574.11,1222.88,2449,4966,2517
687,569.07,17572.5,1224.49,2671,5297,2626
688,569.12,17570.88,1226.11,2673,5314,2641
689,569.18,17569.27,1227.73,2912,5657,2745
690,569.23,17567.65,1229.34,2924,5496,2572
691,569.28,17566.04,1230.96,2922,5594,2672
692,569.33,17564.42,1232.57,2482,5218,2736
693,569.38,17562.81,1234.18,2692,5520,2828
694,569.44,17561.2,1235.8,3237,5655,2418
695,569.49,17559.58,1237.41,2781,5523,2742
696,569.54,17557.97,1239.02,2807,5687,2880
697,569.59,17556.36,1240.63,2523,5314,2791
698,569.65,17554.75,1242.24,2809,5551,2742
699,569.7,17553.14,1243.85,3332,6112,2780
700,569.75,17551.53,1245.47,2939,5777,2838
701,569.8,17549.92,1247.08,2616,5511,2895
702,569.86,17548.31,1248.68,3051,5763,2712
703,569.91,17546.7,1250.29,3855,6686,2831
704,569.96,17545.09,1251.9,3448,6327,2879
705,570.01,17543.48,1253.51,3153,6102,2949
706,570.06,17541.88,1255.12,2717,5700,2983
707,570.12,17540.27,1256.72,2635,5625,2990
708,570.17,17538.66,1258.33,3948,7189,3241
709,570.22,17537.06,1259.94,2797,5684,2887
710,570.27,17535.45,1261.54,3273,6433,3160
711,570.33,17533.84,1263.15,3009,5873,2864
712,570.38,17532.24,1264.75,3418,6660,3242
713,570.43,17530.64,1266.36,2325,5440,3115
714,570.48,17529.03,1267.96,4746,7744,2998
715,570.53,17527.43,1269.56,3382,6605,3223
716,570.59,17525.83,1271.17,2906,6505,3599
717,570.64,17524.22,1272.77,2881,6350,3469
718,570.69,17522.62,1274.37,2525,6046,3521
719,570.74,17521.02,1275.97,3065,6604,3539
720,570.8,17519.42,1277.57,3104,6701,3597
721,570.85,17517.82,1279.17,2708,6318,3610
722,570.9,17516.22,1280.77,3340,7210,3870
723,570.95,17514.62,1282.37,3294,7052,3758
724,571,17513.02,1283.97,3143,7092,3949
725,571.06,17511.42,1285.57,2852,6622,3770
726,571.11,17509.82,1287.17,2444,6521,4077
727,571.16,17508.23,1288.77,2687,6730,4043
728,571.21,17506.63,1290.36,3685,8050,4365
729,571.26,17505.03,1291.96,2761,7002,4241
730,571.32,17503.44,1293.56,2749,7400,4651
731,571.37,17501.84,1295.15,3273,7603,4330
732,571.42,17500.24,1296.75,2975,7721,4746
733,571.47,17498.65,1298.34,3232,8104,4872
734,571.52,17497.06,1299.94,2254,7151,4897
735,571.58,17495.46,1301.53,2907,8024,5117
736,571.63,17493.87,1303.12,3023,8243,5220
737,571.68,17492.27,1304.72,2642,8228,5586
738,571.73,17490.68,1306.31,3446,9092,5646
739,571.79,17489.09,1307.9,2655,8445,5790
740,571.84,17487.5,1309.49,2383,8462,6079
741,571.89,17485.91,1311.09,2459,8637,6178
742,571.94,17484.32,1312.68,2444,9199,6755
743,571.99,17482.73,1314.27,3162,10052,6890
744,572.05,17481.14,1315.86,3341,10524,7183
745,572.1,17479.55,1317.45,2465,10189,7724
746,572.15,17477.96,1319.03,3164,11046,7882
747,572.2,17476.37,1320.62,2786,10988,8202
748,572.25,17474.78,1322.21,2883,11542,8659
749,572.31,17473.19,1323.8,2542,11699,9157
750,572.36,17471.61,1325.38,2739,12090,9351
751,572.41,17470.02,1326.97,2583,12370,9787
752,572.46,17468.44,1328.56,3150,13307,10157
753,572.51,17466.85,1330.14,2951,13785,10834
754,572.57,17465.26,1331.73,3401,14401,11000
755,572.62,17463.68,1333.31,2507,14187,11680
756,572.67,17462.1,1334.9,3001,15219,12218
757,572.72,17460.51,1336.48,2503,15146,12643
758,572.77,17458.93,1338.06,2935,16313,13378
759,572.82,17457.35,1339.65,2475,15828,13353
760,572.88,17455.76,1341.23,2652,16206,13554
761,572.93,17454.18,1342.81,2636,16567,13931
762,572.98,17452.6,1344.39,3022,17302,14280
763,573.03,17451.02,1345.97,2583,17045,14462
764,573.08,17449.44,1347.55,2570,17176,14606
765,573.14,17447.86,1349.13,2818,17308,14490
766,573.19,17446.28,1350.71,2941,16796,13855
767,573.24,17444.7,1352.29,5351,19215,13864
768,573.29,17443.12,1353.87,2757,16396,13639
769,573.34,17441.54,1355.45,3131,16615,13484
770,573.4,17439.97,1357.03,2872,16105,13233
771,573.45,17438.39,1358.6,2661,15562,12901
772,573.5,17436.81,1360.18,2993,15166,12173
773,573.55,17435.23,1361.76,3066,14487,11421
774,573.6,17433.66,1363.33,3104,14139,11035
775,573.65,17432.08,1364.91,3042,13566,10524
776,573.71,17430.51,1366.48,3126,13198,10072
777,573.76,17428.93,1368.06,2694,12373,9679
778,573.81,17427.36,1369.63,2646,12019,9373
779,573.86,17425.79,1371.21,4105,12995,8890
780,573.91,17424.21,1372.78,2566,10889,8323
781,573.97,17422.64,1374.35,2794,11091,8297
782,574.02,17421.07,1375.92,2444,10230,7786
783,574.07,17419.5,1377.5,2318,9580,7262
784,574.12,17417.93,1379.07,2552,9816,7264
785,574.17,17416.35,1380.64,2706,9342,6636
786,574.22,17414.78,1382.21,2843,9285,6442
787,574.28,17413.21,1383.78,2951,9129,6178
788,574.33,17411.65,1385.35,2399,8398,5999
789,574.38,17410.08,1386.92,2805,8493,5688
790,574.43,17408.51,1388.48,3527,8959,5432
791,574.48,17406.94,1390.05,2949,8373,5424
792,574.54,17405.37,1391.62,2740,7784,5044
793,574.59,17403.8,1393.19,2590,7708,5118
794,574.64,17402.24,1394.75,2779,7758,4979
795,574.69,17400.67,1396.32,2894,7599,4705
796,574.74,17399.11,1397.89,2766,7395,4629
797,574.79,17397.54,1399.45,3514,8073,4559
798,574.85,17395.98,1401.02,2521,6999,4478
799,574.9,17394.41,1402.58,3773,8216,4443
800,574.95,17392.85,1404.14,2723,6953,4230
801,575,17391.28,1405.71,3070,7401,4331
802,575.05,17389.72,1407.27,2478,6575,4097
803,575.1,17388.16,1408.83,2235,6276,4041
804,575.16,17386.6,1410.4,2535,6633,4098
805,575.21,17385.04,1411.96,2913,6946,4033
806,575.26,17383.47,1413.52,2687,6720,4033
807,575.31,17381.91,1415.08,2748,6542,3794
808,575.36,17380.35,1416.64,3053,6871,3818
809,575.41,17378.79,1418.2,2678,6273,3595
810,575.47,17377.23,1419.76,2867,6628,3761
811,575.52,17375.67,1421.32,2732,6264,3532
812,575.57,17374.12,1422.88,2503,6096,3593
813,575.62,17372.56,1424.43,2535,6334,3799
814,575.67,17371,1425.99,3502,7019,3517
815,575.72,17369.44,1427.55,2937,6450,3513
816,575.78,17367.89,1429.11,2550,6254,3704
817,575.83,17366.33,1430.66,2637,6157,3520
818,575.88,17364.78,1432.22,2748,6383,3635
819,575.93,17363.22,1433.77,2774,6596,3822
820,575.98,17361.67,1435.33,2682,6191,3509
821,576.03,17360.11,1436.88,2967,6287,3320
822,576.08,17358.56,1438.44,3276,6743,3467
823,576.14,17357,1439.99,3526,6998,3472
824,576.19,17355.45,1441.54,2866,6501,3635
825,576.24,17353.9,1443.09,3009,6416,3407
826,576.29,17352.35,1444.65,2935,6418,3483
827,576.34,17350.79,1446.2,2887,6360,3473
828,576.39,17349.24,1447.75,2495,6016,3521
829,576.45,17347.69,1449.3,2909,6093,3184
830,576.5,17346.14,1450.85,2909,6262,3353
831,576.55,17344.59,1452.4,2589,6002,3413
832,576.6,17343.04,1453.95,2905,6278,3373
833,576.65,17341.5,1455.5,2893,6194,3301
834,576.7,17339.95,1457.05,2215,5743,3528
835,576.75,17338.4,1458.59,2951,6335,3384
836,576.81,17336.85,1460.14,3283,6784,3501
837,576.86,17335.3,1461.69,2656,6236,3580
838,576.91,17333.76,1463.23,3076,6412,3336
839,576.96,17332.21,1464.78,2985,6200,3215
840,577.01,17330.67,1466.33,2661,6131,3470
841,577.06,17329.12,1467.87,2670,6124,3454
842,577.11,17327.58,1469.42,2479,6143,3664
843,577.17,17326.03,1470.96,3159,6858,3699
844,577.22,17324.49,1472.5,3143,6716,3573
845,577.27,17322.94,1474.05,2506,5772,3266
846,577.32,17321.4,1475.59,3111,6489,3378
847,577.37,17319.86,1477.13,2714,6125,3411
848,577.42,17318.32,1478.68,2599,6055,3456
849,577.47,17316.78,1480.22,4569,7901,3332
850,577.53,17315.23,1481.76,2601,6042,3441
851,577.58,17313.69,1483.3,2315,5915,3600
852,577.63,17312.15,1484.84,2751,6213,3462
853,577.68,17310.61,1486.38,2837,6430,3593
854,577.73,17309.07,1487.92,2523,6223,3700
855,577.78,17307.54,1489.46,3209,6522,3313
856,577.83,17306,1491,2658,6151,3493
857,577.89,17304.46,1492.53,2742,6202,3460
858,577.94,17302.92,1494.07,2976,6652,3676
859,577.99,17301.38,1495.61,2300,5883,3583
860,578.04,17299.85,1497.14,3234,7006,3772
861,578.09,17298.31,1498.68,2522,6218,3696
862,578.14,17296.78,1500.22,3495,7185,3690
863,578.19,17295.24,1501.75,3973,7582,3609
864,578.25,17293.71,1503.29,2680,6343,3663
865,578.3,17292.17,1504.82,2742,6513,3771
866,578.35,17290.64,1506.35,3303,6917,3614
867,578.4,17289.1,1507.89,2489,6107,3618
868,578.45,17287.57,1509.42,3370,7219,3849
869,578.5,17286.04,1510.95,2672,6625,3953
870,578.55,17284.51,1512.49,2409,6153,3744
871,578.6,17282.98,1514.02,3187,6976,3789
872,578.66,17281.44,1515.55,2785,6664,3879
873,578.71,17279.91,1517.08,2851,6579,3728
874,578.76,17278.38,1518.61,2561,6563,4002
875,578.81,17276.85,1520.14,3409,7391,3982
876,578.86,17275.32,1521.67,2278,6283,4005
877,578.91,17273.8,1523.2,2724,6708,3984
878,578.96,17272.27,1524.73,3024,6964,3940
879,579.01,17270.74,1526.25,3027,7133,4106
880,579.07,17269.21,1527.78,2975,7340,4365
881,579.12,17267.68,1529.31,2586,7102,4516
882,579.17,17266.16,1530.83,2531,7203,4672
883,579.22,17264.63,1532.36,3371,7870,4499
884,579.27,17263.11,1533.89,2991,7679,4688
885,579.32,17261.58,1535.41,2699,7492,4793
886,579.37,17260.06,1536.94,2760,7633,4873
887,579.42,17258.53,1538.46,2624,7341,4717
888,579.47,17257.01,1539.98,2762,7826,5064
889,579.53,17255.48,1541.51,3091,8547,5456
890,579.58,17253.96,1543.03,2721,8229,5508
891,579.63,17252.44,1544.55,2983,8758,5775
892,579.68,17250.92,1546.08,3247,9167,5920
893,579.73,17249.39,1547.6,2557,8703,6146
894,579.78,17247.87,1549.12,3131,9750,6619
895,579.83,17246.35,1550.64,2825,9794,6969
896,579.88,17244.83,1552.16,2707,10502,7795
897,579.93,17243.31,1553.68,2936,11139,8203
898,579.99,17241.79,1555.2,2993,11847,8854
899,580.04,17240.27,1556.72,2200,11401,9201
900,580.09,17238.76,1558.24,2459,11645,9186
901,580.14,17237.24,1559.76,3179,12896,9717
902,580.19,17235.72,1561.27,2708,12449,9741
903,580.24,17234.2,1562.79,2979,13402,10423
904,580.29,17232.69,1564.31,2886,13621,10735
905,580.34,17231.17,1565.82,2377,13832,11455
906,580.39,17229.65,1567.34,2266,14239,11973
907,580.45,17228.14,1568.85,2612,15382,12770
908,580.5,17226.62,1570.37,2656,15944,13288
909,580.55,17225.11,1571.88,2814,16460,13646
910,580.6,17223.59,1573.4,3883,17983,14100
911,580.65,17222.08,1574.91,2713,17104,14391
912,580.7,17220.57,1576.42,2465,17496,15031
913,580.75,17219.06,1577.94,2597,17808,15211
914,580.8,17217.54,1579.45,2594,17834,15240
915,580.85,17216.03,1580.96,2959,18117,15158
916,580.9,17214.52,1582.47,2665,17989,15324
917,580.96,17213.01,1583.98,2711,18367,15656
918,581.01,17211.5,1585.49,5130,20044,14914
919,581.06,17209.99,1587,3113,17800,14687
920,581.11,17208.48,1588.51,2730,16698,13968
921,581.16,17206.97,1590.02,2635,16644,14009
922,581.21,17205.46,1591.53,2525,16098,13573
923,581.26,17203.95,1593.04,3009,15846,12837
924,581.31,17202.44,1594.55,2615,15009,12394
925,581.36,17200.94,1596.06,3015,15302,12287
926,581.41,17199.43,1597.56,3142,14714,11572
927,581.47,17197.92,1599.07,2867,14255,11388
928,581.52,17196.42,1600.57,2224,12984,10760
929,581.57,17194.91,1602.08,2711,13248,10537
930,581.62,17193.41,1603.59,2563,12961,10398
931,581.67,17191.9,1605.09,3170,13088,9918
932,581.72,17190.4,1606.59,2727,12671,9944
933,581.77,17188.89,1608.1,2623,12214,9591
934,581.82,17187.39,1609.6,2954,12497,9543
935,581.87,17185.89,1611.1,2929,12346,9417
936,581.92,17184.39,1612.61,2554,11704,9150
937,581.97,17182.88,1614.11,2862,12054,9192
938,582.03,17181.38,1615.61,2638,11803,9165
939,582.08,17179.88,1617.11,2439,11323,8884
940,582.13,17178.38,1618.61,2631,11477,8846
941,582.18,17176.88,1620.11,2747,11246,8499
942,582.23,17175.38,1621.61,3019,11282,8263
943,582.28,17173.88,1623.11,2614,10415,7801
944,582.33,17172.38,1624.61,2952,10259,7307
945,582.38,17170.88,1626.11,2930,10138,7208
946,582.43,17169.39,1627.61,2879,9655,6776
947,582.48,17167.89,1629.1,2532,8861,6329
948,582.53,17166.39,1630.6,2809,8993,6184
949,582.58,17164.89,1632.1,4015,9698,5683
950,582.64,17163.4,1633.59,3030,8353,5323
951,582.69,17161.9,1635.09,3327,8457,5130
952,582.74,17160.41,1636.59,2593,7397,4804
953,582.79,17158.91,1638.08,2700,7270,4570
954,582.84,17157.42,1639.57,3539,7966,4427
955,582.89,17155.92,1641.07,3323,7836,4513
956,582.94,17154.43,1642.56,3067,7087,4020
957,582.99,17152.94,1644.06,3163,7209,4046
958,583.04,17151.44,1645.55,2625,6383,3758
959,583.09,17149.95,1647.04,2858,6476,3618
960,583.14,17148.46,1648.53,2321,5932,3611
961,583.19,17146.97,1650.02,2526,5845,3319
962,583.24,17145.48,1651.51,2233,5670,3437
963,583.29,17143.99,1653,2469,5667,3198
964,583.35,17142.5,1654.49,2928,6071,3143
965,583.4,17141.01,1655.98,3014,6058,3044
966,583.45,17139.52,1657.47,2781,5812,3031
967,583.5,17138.03,1658.96,2916,5898,2982
968,583.55,17136.54,1660.45,2622,5376,2754
969,583.6,17135.05,1661.94,2998,5820,2822
970,583.65,17133.57,1663.43,2901,5783,2882
971,583.7,17132.08,1664.91,2874,5747,2873
972,583.75,17130.59,1666.4,2526,5142,2616
973,583.8,17129.11,1667.88,3084,5683,2599
974,583.85,17127.62,1669.37,2636,5406,2770
975,583.9,17126.14,1670.86,2807,5401,2594
976,583.95,17124.65,1672.34,2932,5548,2616
977,584,17123.17,1673.82,2685,5175,2490
978,584.05,17121.68,1675.31,2610,4965,2355
979,584.11,17120.2,1676.79,2597,5346,2749
980,584.16,17118.72,1678.27,2753,5313,2560
981,584.21,17117.24,1679.76,2899,5420,2521
982,584.26,17115.75,1681.24,2899,5391,2492
983,584.31,17114.27,1682.72,2937,5288,2351
984,584.36,17112.79,1684.2,2632,5105,2473
985,584.41,17111.31,1685.68,2759,5271,2512
986,584.46,17109.83,1687.16,2418,4836,2418
987,584.51,17108.35,1688.64,2705,5096,2391
988,584.56,17106.87,1690.12,2880,5140,2260
989,584.61,17105.39,1691.6,2934,5341,2407
990,584.66,17103.91,1693.08,2643,4946,2303
991,584.71,17102.43,1694.56,3410,5716,2306
992,584.76,17100.96,1696.04,3252,5553,2301
993,584.81,17099.48,1697.51,3230,5528,2298
994,584.86,17098,1698.99,3621,5873,2252
995,584.91,17096.53,1700.47,2745,4949,2204
996,584.96,17095.05,1701.94,3085,5405,2320
997,585.02,17093.58,1703.42,2575,4846,2271
998,585.07,17092.1,1704.89,2723,4947,2224
999,585.12,17090.63,1706.37,2784,4883,2099
1000,585.17,17089.15,1707.84,2787,5072,2285
1001,585.22,17087.68,1709.31,2703,4794,2091
1002,585.27,17086.2,1710.79,2866,5093,2227
1003,585.32,17084.73,1712.26,2866,5051,2185
1004,585.37,17083.26,1713.73,2518,4762,2244
1005,585.42,17081.79,1715.2,2558,4832,2274
1006,585.47,17080.32,1716.68,2467,4568,2101
1007,585.52,17078.85,1718.15,2998,5118,2120
1008,585.57,17077.37,1719.62,3281,5333,2052
1009,585.62,17075.9,1721.09,2423,4648,2225
1010,585.67,17074.43,1722.56,2399,4475,2076
1011,585.72,17072.97,1724.03,2512,4626,2114
1012,585.77,17071.5,1725.5,2792,4866,2074
1013,585.82,17070.03,1726.96,2386,4455,2069
1014,585.87,17068.56,1728.43,2736,4991,2255
1015,585.92,17067.09,1729.9,2548,4677,2129
1016,585.97,17065.63,1731.37,2964,5234,2270
1017,586.02,17064.16,1732.83,3039,5142,2103
1018,586.07,17062.69,1734.3,3195,5271,2076
1019,586.12,17061.23,1735.77,2996,5173,2177
1020,586.17,17059.76,1737.23,3172,5255,2083
1021,586.23,17058.3,1738.7,2717,4647,1930
1022,586.28,17056.83,1740.16,2637,4703,2066
1023,586.33,17055.37,1741.62,2645,4731,2086
1024,586.38,17053.9,1743.09,2931,4985,2054
1025,586.43,17052.44,1744.55,3486,5533,2047
1026,586.48,17050.98,1746.01,2390,4385,1995
1027,586.53,17049.52,1747.48,2574,4551,1977
1028,586.58,17048.05,1748.94,2464,4633,2169
1029,586.63,17046.59,1750.4,2823,4922,2099
1030,586.68,17045.13,1751.86,2230,4432,2202
1031,586.73,17043.67,1753.32,3192,5158,1966
1032,586.78,17042.21,1754.78,2619,4737,2118
1033,586.83,17040.75,1756.24,2721,4868,2147
1034,586.88,17039.29,1757.7,3039,5165,2126
1035,586.93,17037.83,1759.16,2972,5114,2142
1036,586.98,17036.37,1760.62,3302,5558,2256
1037,587.03,17034.92,1762.08,2322,4369,2047
1038,587.08,17033.46,1763.53,2204,4254,2050
1039,587.13,17032,1764.99,2619,4750,2131
1040,587.18,17030.55,1766.45,2993,4938,1945
1041,587.23,17029.09,1767.9,3270,5342,2072
1042,587.28,17027.63,1769.36,2634,4735,2101
1043,587.33,17026.18,1770.81,2491,4786,2295
1044,587.38,17024.72,1772.27,3074,5119,2045
1045,587.43,17023.27,1773.72,3028,4970,1942
1046,587.48,17021.82,1775.18,3130,5226,2096
1047,587.53,17020.36,1776.63,2611,4738,2127
1048,587.58,17018.91,1778.08,2147,4193,2046
1049,587.63,17017.46,1779.54,2467,4450,1983
1050,587.68,17016,1780.99,2306,4436,2130
1051,587.73,17014.55,1782.44,2603,4861,2258
1052,587.78,17013.1,1783.89,3195,5140,1945
1053,587.83,17011.65,1785.34,2684,4749,2065
1054,587.88,17010.2,1786.79,2790,4818,2028
1055,587.93,17008.75,1788.24,3371,5537,2166
1056,587.98,17007.3,1789.69,2894,4942,2048
1057,588.03,17005.85,1791.14,2763,4751,1988
1058,588.08,17004.4,1792.59,2257,4499,2242
1059,588.13,17002.95,1794.04,2381,4358,1977
1060,588.18,17001.5,1795.49,3399,5350,1951
1061,588.23,17000.06,1796.94,3407,5409,2002
1062,588.28,16998.61,1798.38,2764,4844,2080
1063,588.33,16997.16,1799.83,3160,5334,2174
1064,588.38,16995.72,1801.28,2797,4967,2170
1065,588.43,16994.27,1802.72,2558,4665,2107
1066,588.48,16992.83,1804.17,2700,4726,2026
1067,588.53,16991.38,1805.61,2757,4732,1975
1068,588.58,16989.94,1807.06,2368,4400,2032
1069,588.63,16988.49,1808.5,2570,4752,2182
1070,588.68,16987.05,1809.94,2853,4929,2076
1071,588.73,16985.61,1811.39,2889,5079,2190
1072,588.78,16984.16,1812.83,3091,5103,2012
1073,588.83,16982.72,1814.27,2641,4691,2050
1074,588.88,16981.28,1815.71,2661,4619,1958
1075,588.93,16979.84,1817.16,3613,5796,2183
1076,588.98,16978.4,1818.6,3798,5783,1985
1077,589.03,16976.96,1820.04,3379,5423,2044
1078,589.08,16975.52,1821.48,2775,4853,2078
1079,589.13,16974.08,1822.92,2711,4869,2158
1080,589.18,16972.64,1824.36,3105,5262,2157
1081,589.23,16971.2,1825.79,2950,5001,2051
1082,589.28,16969.76,1827.23,2975,5117,2142
1083,589.33,16968.32,1828.67,2835,4906,2071
1084,589.38,16966.88,1830.11,2732,4863,2131
1085,589.43,16965.45,1831.55,2338,4350,2012
1086,589.48,16964.01,1832.98,2736,4804,2068
1087,589.53,16962.57,1834.42,2912,5031,2119
1088,589.58,16961.14,1835.85,2570,4706,2136
1089,589.63,16959.7,1837.29,3244,5403,2159
1090,589.68,16958.27,1838.72,2710,4653,1943
1091,589.73,16956.83,1840.16,2305,4476,2171
1092,589.78,16955.4,1841.59,2778,4907,2129
1093,589.83,16953.97,1843.03,2890,5097,2207
1094,589.88,16952.53,1844.46,2585,4832,2247
1095,589.93,16951.1,1845.89,3038,5051,2013
1096,589.98,16949.67,1847.33,2518,4705,2187
1097,590.03,16948.24,1848.76,2635,4740,2105
1098,590.08,16946.8,1850.19,2538,4734,2196
1099,590.13,16945.37,1851.62,2605,4806,2201
1100,590.18,16943.94,1853.05,3029,4816,1787
1101,590.23,16942.51,1854.48,2450,4528,2078
1102,590.28,16941.08,1855.91,2483,4462,1979
1103,590.33,16939.65,1857.34,3292,5410,2118
1104,590.38,16938.22,1858.77,2890,5240,2350
1105,590.43,16936.8,1860.2,3129,5216,2087
1106,590.48,16935.37,1861.63,2593,4608,2015
1107,590.53,16933.94,1863.05,2899,4976,2077
1108,590.58,16932.51,1864.48,3206,5436,2230
1109,590.63,16931.09,1865.91,3215,5296,2081
1110,590.68,16929.66,1867.33,3257,5425,2168
1111,590.73,16928.23,1868.76,2769,4853,2084
1112,590.78,16926.81,1870.18,2977,5080,2103
1113,590.83,16925.38,1871.61,2914,4933,2019
1114,590.88,16923.96,1873.03,2768,4820,2052
1115,590.93,16922.53,1874.46,4539,6710,2171
1116,590.98,16921.11,1875.88,2914,5014,2100
1117,591.03,16919.69,1877.31,2730,4906,2176
1118,591.08,16918.26,1878.73,3094,5296,2202
1119,591.13,16916.84,1880.15,3315,5388,2073
1120,591.18,16915.42,1881.57,3473,5457,1984
1121,591.23,16914,1883,2449,4702,2253
1122,591.28,16912.58,1884.42,2869,4919,2050
1123,591.33,16911.16,1885.84,3203,5214,2011
1124,591.38,16909.74,1887.26,3147,5216,2069
1125,591.42,16908.32,1888.68,2404,4515,2111
1126,591.47,16906.9,1890.1,2898,4988,2090
1127,591.52,16905.48,1891.52,2787,4960,2173
1128,591.57,16904.06,1892.93,2677,4787,2110
1129,591.62,16902.64,1894.35,2406,4464,2058
1130,591.67,16901.22,1895.77,2778,4892,2114
1131,591.72,16899.8,1897.19,3292,5387,2095
1132,591.77,16898.39,1898.6,2732,5073,2341
1133,591.82,16896.97,1900.02,2692,4842,2150
1134,591.87,16895.56,1901.44,2402,4620,2218
1135,591.92,16894.14,1902.85,2654,4699,2045
1136,591.97,16892.72,1904.27,2805,5009,2204
1137,592.02,16891.31,1905.68,2707,4821,2114
1138,592.07,16889.9,1907.1,2878,5046,2168
1139,592.12,16888.48,1908.51,2878,4918,2040
1140,592.17,16887.07,1909.92,2496,4556,2060
1141,592.22,16885.65,1911.34,2933,5107,2174
1142,592.27,16884.24,1912.75,2677,4824,2147
1143,592.32,16882.83,1914.16,2647,4666,2019
1144,592.37,16881.42,1915.57,2439,4554,2115
1145,592.42,16880.01,1916.99,3350,5462,2112
1146,592.47,16878.6,1918.4,2768,4826,2058
